"Hostname","AppName","InstallPath","AppVersion"
"Host054","PowerShell","C:\Program Files (x86)\PowerShell","1.10"
"Host054","VMware Tools","C:\Program Files (x86)\VMware Tools","2.11"
"Host054","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.27"
"Host054","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.16"
"Host054","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.12"
"Host054","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.17"
"Host054","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.16"
"Host054","OpenOffice","C:\Program Files (x86)\OpenOffice","1.8"
"Host054","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.40"
"Host054","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.52"
"Host054","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.46"
"Host054","RVTools","C:\Program Files (x86)\RVTools","1.7"
"Host054","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.52"
"Host054","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.43"
"Host054","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.10"
"Host054","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.17"
"Host054","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.17"
"Host054","Postman-win","C:\Program Files (x86)\Postman-win","1.11"
"Host055","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host055","SoapUI","C:\Program Files (x86)\SoapUI","1.4"
"Host055","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.16"
"Host055","Git version","C:\Program Files (x86)\Git version","2.11"
"Host055","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.29"
"Host055","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.15"
"Host055","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.13"
"Host055","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.34"
"Host055","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.24"
"Host055","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.15"
"Host055","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.46"
"Host055","KeePassXC","C:\Program Files (x86)\KeePassXC","1.9"
"Host055","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host055","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.45"
"Host055","PowerShell","C:\Program Files (x86)\PowerShell","1.9"
"Host055","VMware Tools","C:\Program Files (x86)\VMware Tools","2.11"
"Host055","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.26"
"Host055","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.14"
"Host055","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.13"
"Host055","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.17"
"Host055","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.14"
"Host055","OpenOffice","C:\Program Files (x86)\OpenOffice","1.8"
"Host055","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.40"
"Host055","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.51"
"Host055","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.47"
"Host055","RVTools","C:\Program Files (x86)\RVTools","1.7"
"Host055","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.51"
"Host055","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.44"
"Host055","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.9"
"Host055","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.18"
"Host055","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.18"
"Host055","Postman-win","C:\Program Files (x86)\Postman-win","1.11"
"Host056","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host056","SoapUI","C:\Program Files (x86)\SoapUI","1.5"
"Host056","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.16"
"Host056","Git version","C:\Program Files (x86)\Git version","2.9"
"Host056","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.30"
"Host056","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.16"
"Host056","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.13"
"Host056","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.32"
"Host056","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.26"
"Host056","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.13"
"Host056","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.48"
"Host056","KeePassXC","C:\Program Files (x86)\KeePassXC","1.9"
"Host056","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.40"
"Host056","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.44"
"Host056","PowerShell","C:\Program Files (x86)\PowerShell","1.8"
"Host056","VMware Tools","C:\Program Files (x86)\VMware Tools","2.12"
"Host056","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.27"
"Host056","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.16"
"Host056","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.11"
"Host056","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.17"
"Host056","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.14"
"Host056","OpenOffice","C:\Program Files (x86)\OpenOffice","1.9"
"Host056","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host056","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.50"
"Host056","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.47"
"Host056","RVTools","C:\Program Files (x86)\RVTools","1.6"
"Host056","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.50"
"Host056","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.43"
"Host056","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.8"
"Host056","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.19"
"Host056","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.16"
"Host056","Postman-win","C:\Program Files (x86)\Postman-win","1.10"
"Host057","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host057","SoapUI","C:\Program Files (x86)\SoapUI","1.6"
"Host057","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.15"
"Host057","Git version","C:\Program Files (x86)\Git version","2.10"
"Host057","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.31"
"Host057","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.16"
"Host057","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.12"
"Host057","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.33"
"Host057","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.26"
"Host057","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.14"
"Host057","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.47"
"Host057","KeePassXC","C:\Program Files (x86)\KeePassXC","1.8"
"Host057","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host057","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.44"
"Host057","PowerShell","C:\Program Files (x86)\PowerShell","1.9"
"Host057","VMware Tools","C:\Program Files (x86)\VMware Tools","2.10"
"Host057","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.28"
"Host057","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.14"
"Host057","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.12"
"Host057","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.17"
"Host057","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.16"
"Host057","OpenOffice","C:\Program Files (x86)\OpenOffice","1.10"
"Host057","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.39"
"Host057","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.50"
"Host057","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.48"
"Host057","RVTools","C:\Program Files (x86)\RVTools","1.6"
"Host057","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.50"
"Host057","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.45"
"Host057","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.10"
"Host057","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.19"
"Host057","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.17"
"Host057","Postman-win","C:\Program Files (x86)\Postman-win","1.9"
"Host058","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host058","SoapUI","C:\Program Files (x86)\SoapUI","1.6"
"Host058","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.16"
"Host058","Git version","C:\Program Files (x86)\Git version","2.9"
"Host058","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.31"
"Host058","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.14"
"Host058","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.13"
"Host058","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.33"
"Host058","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.24"
"Host058","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.13"
"Host058","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.47"
"Host058","KeePassXC","C:\Program Files (x86)\KeePassXC","1.7"
"Host058","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host058","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.45"
"Host058","PowerShell","C:\Program Files (x86)\PowerShell","1.8"
"Host058","VMware Tools","C:\Program Files (x86)\VMware Tools","2.12"
"Host058","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.26"
"Host058","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.15"
"Host058","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.12"
"Host058","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.17"
"Host058","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.15"
"Host058","OpenOffice","C:\Program Files (x86)\OpenOffice","1.10"
"Host058","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.39"
"Host058","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.52"
"Host058","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.48"
"Host058","RVTools","C:\Program Files (x86)\RVTools","1.5"
"Host058","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.52"
"Host058","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.45"
"Host058","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.10"
"Host058","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.19"
"Host058","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.18"
"Host058","Postman-win","C:\Program Files (x86)\Postman-win","1.9"
"Host059","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.234"
"Host059","SoapUI","C:\Program Files (x86)\SoapUI","1.6"
"Host059","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.17"
"Host059","Git version","C:\Program Files (x86)\Git version","2.11"
"Host059","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.31"
"Host059","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.14"
"Host059","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.14"
"Host059","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.32"
"Host059","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.25"
"Host059","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.13"
"Host059","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.47"
"Host059","KeePassXC","C:\Program Files (x86)\KeePassXC","1.9"
"Host059","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host059","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.44"
"Host059","PowerShell","C:\Program Files (x86)\PowerShell","1.8"
"Host059","VMware Tools","C:\Program Files (x86)\VMware Tools","2.12"
"Host059","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.26"
"Host059","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.16"
"Host059","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.13"
"Host059","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.17"
"Host059","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.14"
"Host059","OpenOffice","C:\Program Files (x86)\OpenOffice","1.8"
"Host059","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.40"
"Host059","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.52"
"Host059","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.46"
"Host059","RVTools","C:\Program Files (x86)\RVTools","1.6"
"Host059","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.51"
"Host059","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.44"
"Host059","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.10"
"Host059","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.17"
"Host059","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.17"
"Host059","Postman-win","C:\Program Files (x86)\Postman-win","1.9"
"Host060","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host060","SoapUI","C:\Program Files (x86)\SoapUI","1.6"
"Host060","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.15"
"Host060","Git version","C:\Program Files (x86)\Git version","2.9"
"Host060","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.31"
"Host060","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.16"
"Host060","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.14"
"Host060","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.32"
"Host060","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.26"
"Host060","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.14"
"Host060","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.46"
"Host060","KeePassXC","C:\Program Files (x86)\KeePassXC","1.8"
"Host060","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.40"
"Host060","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.45"
"Host060","PowerShell","C:\Program Files (x86)\PowerShell","1.9"
"Host060","VMware Tools","C:\Program Files (x86)\VMware Tools","2.10"
"Host060","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.27"
"Host060","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.16"
"Host060","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.11"
"Host060","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.17"
"Host060","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.16"
"Host060","OpenOffice","C:\Program Files (x86)\OpenOffice","1.10"
"Host060","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host060","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.50"
"Host060","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.47"
"Host060","RVTools","C:\Program Files (x86)\RVTools","1.5"
"Host060","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.50"
"Host060","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.44"
"Host060","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.10"
"Host060","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.17"
"Host060","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.16"
"Host060","Postman-win","C:\Program Files (x86)\Postman-win","1.11"
"Host061","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host061","SoapUI","C:\Program Files (x86)\SoapUI","1.4"
"Host061","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.15"
"Host061","Git version","C:\Program Files (x86)\Git version","2.9"
"Host061","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.30"
"Host061","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.15"
"Host061","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.14"
"Host061","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.32"
"Host061","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.26"
"Host061","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.15"
"Host061","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.47"
"Host061","KeePassXC","C:\Program Files (x86)\KeePassXC","1.8"
"Host061","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host061","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.44"
"Host061","PowerShell","C:\Program Files (x86)\PowerShell","1.9"
"Host061","VMware Tools","C:\Program Files (x86)\VMware Tools","2.12"
"Host061","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.28"
"Host061","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.14"
"Host061","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.13"
"Host061","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.17"
"Host061","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.15"
"Host061","OpenOffice","C:\Program Files (x86)\OpenOffice","1.9"
"Host061","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.39"
"Host061","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.50"
"Host061","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.46"
"Host061","RVTools","C:\Program Files (x86)\RVTools","1.6"
"Host061","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.50"
"Host061","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.43"
"Host061","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.10"
"Host061","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.19"
"Host061","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.17"
"Host061","Postman-win","C:\Program Files (x86)\Postman-win","1.10"
"Host062","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host062","SoapUI","C:\Program Files (x86)\SoapUI","1.5"
"Host062","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.16"
"Host062","Git version","C:\Program Files (x86)\Git version","2.9"
"Host062","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.31"
"Host062","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.14"
"Host062","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.14"
"Host062","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.34"
"Host062","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.24"
"Host062","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.13"
"Host062","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.46"
"Host062","KeePassXC","C:\Program Files (x86)\KeePassXC","1.7"
"Host062","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host062","Microsoft Visual C++ 2019 X64 Minimum Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Minimum Runtime","7.44"
"Host062","PowerShell","C:\Program Files (x86)\PowerShell","1.8"
"Host062","VMware Tools","C:\Program Files (x86)\VMware Tools","2.12"
"Host062","Microsoft Visual Studio Code","C:\Program Files (x86)\Microsoft Visual Studio Code","4.27"
"Host062","Wireshark 64-bit","C:\Program Files\Wireshark 64-bit","2.16"
"Host062","Java 8 Update","C:\Program Files (x86)\Java 8 Update","3.12"
"Host062","Java Auto Updater","C:\Program Files (x86)\Java Auto Updater","3.17"
"Host062","Citrix XenCenter","C:\Program Files (x86)\Citrix XenCenter","2.14"
"Host062","OpenOffice","C:\Program Files (x86)\OpenOffice","1.8"
"Host062","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
"Host062","Microsoft Visual C++ 2015-2019 Redistributable (x64)","C:\Program Files\Microsoft Visual C++ 2015-2019 Redistributable (x64)","6.50"
"Host062","Microsoft Visual C++ 2019 X86 Additional Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Additional Runtime","7.47"
"Host062","RVTools","C:\Program Files (x86)\RVTools","1.5"
"Host062","Microsoft Visual C++ 2015-2019 Redistributable (x86)","C:\Program Files (x86)\Microsoft Visual C++ 2015-2019 Redistributable (x86)","6.51"
"Host062","Microsoft Visual C++ 2019 X86 Minimum Runtime","C:\Program Files (x86)\Microsoft Visual C++ 2019 X86 Minimum Runtime","7.45"
"Host062","XmlNotepad","C:\Program Files (x86)\XmlNotepad","1.10"
"Host062","MySQL Connector Net","C:\Program Files (x86)\MySQL Connector Net","3.17"
"Host062","Microsoft OneDrive","C:\Program Files (x86)\Microsoft OneDrive","2.18"
"Host062","Postman-win","C:\Program Files (x86)\Postman-win","1.10"
"Host063","SANS 5X7 AV","C:\Program Files (x86)\SANS 5X7 AV","1.235"
"Host063","SoapUI","C:\Program Files (x86)\SoapUI","1.6"
"Host063","7-Zip 19.00 (x64)","C:\Program Files\7-Zip 19.00 (x64)","3.15"
"Host063","Git version","C:\Program Files (x86)\Git version","2.9"
"Host063","Mozilla Firefox ESR (x64 en-US)","C:\Program Files\Mozilla Firefox ESR (x64 en-US)","5.31"
"Host063","OpenSSL (64-bit)","C:\Program Files\OpenSSL (64-bit)","2.14"
"Host063","PuTTY (64-bit)","C:\Program Files\PuTTY (64-bit)","2.12"
"Host063","Windows Subsystem for Linux Update","C:\Program Files (x86)\Windows Subsystem for Linux Update","5.33"
"Host063","AWS Command Line Interface","C:\Program Files (x86)\AWS Command Line Interface","4.24"
"Host063","Java 8 (64-bit)","C:\Program Files\Java 8 (64-bit)","3.14"
"Host063","Microsoft Visual C++ 2019 X64 Additional Runtime","C:\Program Files\Microsoft Visual C++ 2019 X64 Additional Runtime","7.46"
"Host063","KeePassXC","C:\Program Files (x86)\KeePassXC","1.9"
"Host063","Microsoft Visual C++ 2008 Redistributable","C:\Program Files (x86)\Microsoft Visual C++ 2008 Redistributable","5.41"
